% IASI May 2009 fast model tuning file for wcon and nonLTE only
%    w con tuning to match AIRS dec05deliv water continuum
%    nonLTE tuning to match AIRS dec05deliv water continuum
% Created: 06 May 2009, Scott Hannon
%
%  ID   freq     fixed  w lines  w con    ozone    CO      CH4   nonLTE
%----  --------  ------  ------  ------  ------  ------  ------  ------
 1221   950.000  1.0000  1.0000  0.9449  1.0000  1.0000  1.0000  1.0000
 1222   950.250  1.0000  1.0000  0.9445  1.0000  1.0000  1.0000  1.0000
 1223   950.500  1.0000  1.0000  0.9440  1.0000  1.0000  1.0000  1.0000
 1224   950.750  1.0000  1.0000  0.9435  1.0000  1.0000  1.0000  1.0000
 1225   951.000  1.0000  1.0000  0.9430  1.0000  1.0000  1.0000  1.0000
 1226   951.250  1.0000  1.0000  0.9425  1.0000  1.0000  1.0000  1.0000
 1227   951.500  1.0000  1.0000  0.9420  1.0000  1.0000  1.0000  1.0000
 1228   951.750  1.0000  1.0000  0.9415  1.0000  1.0000  1.0000  1.0000
 1229   952.000  1.0000  1.0000  0.9410  1.0000  1.0000  1.0000  1.0000
 1230   952.250  1.0000  1.0000  0.9405  1.0000  1.0000  1.0000  1.0000
 1231   952.500  1.0000  1.0000  0.9400  1.0000  1.0000  1.0000  1.0000
 1232   952.750  1.0000  1.0000  0.9395  1.0000  1.0000  1.0000  1.0000
 1233   953.000  1.0000  1.0000  0.9390  1.0000  1.0000  1.0000  1.0000
 1234   953.250  1.0000  1.0000  0.9385  1.0000  1.0000  1.0000  1.0000
 1235   953.500  1.0000  1.0000  0.9380  1.0000  1.0000  1.0000  1.0000
 1236   953.750  1.0000  1.0000  0.9375  1.0000  1.0000  1.0000  1.0000
 1237   954.000  1.0000  1.0000  0.9370  1.0000  1.0000  1.0000  1.0000
 1238   954.250  1.0000  1.0000  0.9365  1.0000  1.0000  1.0000  1.0000
 1239   954.500  1.0000  1.0000  0.9360  1.0000  1.0000  1.0000  1.0000
 1240   954.750  1.0000  1.0000  0.9355  1.0000  1.0000  1.0000  1.0000
 1241   955.000  1.0000  1.0000  0.9350  1.0000  1.0000  1.0000  1.0000
 1242   955.250  1.0000  1.0000  0.9345  1.0000  1.0000  1.0000  1.0000
 1243   955.500  1.0000  1.0000  0.9340  1.0000  1.0000  1.0000  1.0000
 1244   955.750  1.0000  1.0000  0.9335  1.0000  1.0000  1.0000  1.0000
 1245   956.000  1.0000  1.0000  0.9330  1.0000  1.0000  1.0000  1.0000
 1246   956.250  1.0000  1.0000  0.9325  1.0000  1.0000  1.0000  1.0000
 1247   956.500  1.0000  1.0000  0.9320  1.0000  1.0000  1.0000  1.0000
 1248   956.750  1.0000  1.0000  0.9315  1.0000  1.0000  1.0000  1.0000
 1249   957.000  1.0000  1.0000  0.9310  1.0000  1.0000  1.0000  1.0000
 1250   957.250  1.0000  1.0000  0.9305  1.0000  1.0000  1.0000  1.0000
 1251   957.500  1.0000  1.0000  0.9300  1.0000  1.0000  1.0000  1.0000
 1252   957.750  1.0000  1.0000  0.9295  1.0000  1.0000  1.0000  1.0000
 1253   958.000  1.0000  1.0000  0.9290  1.0000  1.0000  1.0000  1.0000
 1254   958.250  1.0000  1.0000  0.9285  1.0000  1.0000  1.0000  1.0000
 1255   958.500  1.0000  1.0000  0.9280  1.0000  1.0000  1.0000  1.0000
 1256   958.750  1.0000  1.0000  0.9275  1.0000  1.0000  1.0000  1.0000
 1257   959.000  1.0000  1.0000  0.9270  1.0000  1.0000  1.0000  1.0000
 1258   959.250  1.0000  1.0000  0.9265  1.0000  1.0000  1.0000  1.0000
 1259   959.500  1.0000  1.0000  0.9260  1.0000  1.0000  1.0000  1.0000
 1260   959.750  1.0000  1.0000  0.9255  1.0000  1.0000  1.0000  1.0000
 1261   960.000  1.0000  1.0000  0.9250  1.0000  1.0000  1.0000  1.0000
 1262   960.250  1.0000  1.0000  0.9245  1.0000  1.0000  1.0000  1.0000
 1263   960.500  1.0000  1.0000  0.9240  1.0000  1.0000  1.0000  1.0000
 1264   960.750  1.0000  1.0000  0.9235  1.0000  1.0000  1.0000  1.0000
 1265   961.000  1.0000  1.0000  0.9230  1.0000  1.0000  1.0000  1.0000
 1266   961.250  1.0000  1.0000  0.9225  1.0000  1.0000  1.0000  1.0000
 1267   961.500  1.0000  1.0000  0.9220  1.0000  1.0000  1.0000  1.0000
 1268   961.750  1.0000  1.0000  0.9215  1.0000  1.0000  1.0000  1.0000
 1269   962.000  1.0000  1.0000  0.9210  1.0000  1.0000  1.0000  1.0000
 1270   962.250  1.0000  1.0000  0.9205  1.0000  1.0000  1.0000  1.0000
 1271   962.500  1.0000  1.0000  0.9200  1.0000  1.0000  1.0000  1.0000
 1272   962.750  1.0000  1.0000  0.9195  1.0000  1.0000  1.0000  1.0000
 1273   963.000  1.0000  1.0000  0.9190  1.0000  1.0000  1.0000  1.0000
 1274   963.250  1.0000  1.0000  0.9185  1.0000  1.0000  1.0000  1.0000
 1275   963.500  1.0000  1.0000  0.9180  1.0000  1.0000  1.0000  1.0000
 1276   963.750  1.0000  1.0000  0.9175  1.0000  1.0000  1.0000  1.0000
 1277   964.000  1.0000  1.0000  0.9170  1.0000  1.0000  1.0000  1.0000
 1278   964.250  1.0000  1.0000  0.9165  1.0000  1.0000  1.0000  1.0000
 1279   964.500  1.0000  1.0000  0.9160  1.0000  1.0000  1.0000  1.0000
 1280   964.750  1.0000  1.0000  0.9155  1.0000  1.0000  1.0000  1.0000
 1281   965.000  1.0000  1.0000  0.9151  1.0000  1.0000  1.0000  1.0000
 1282   965.250  1.0000  1.0000  0.9148  1.0000  1.0000  1.0000  1.0000
 1283   965.500  1.0000  1.0000  0.9147  1.0000  1.0000  1.0000  1.0000
 1284   965.750  1.0000  1.0000  0.9145  1.0000  1.0000  1.0000  1.0000
 1285   966.000  1.0000  1.0000  0.9144  1.0000  1.0000  1.0000  1.0000
 1286   966.250  1.0000  1.0000  0.9142  1.0000  1.0000  1.0000  1.0000
 1287   966.500  1.0000  1.0000  0.9141  1.0000  1.0000  1.0000  1.0000
 1288   966.750  1.0000  1.0000  0.9139  1.0000  1.0000  1.0000  1.0000
 1289   967.000  1.0000  1.0000  0.9137  1.0000  1.0000  1.0000  1.0000
 1290   967.250  1.0000  1.0000  0.9136  1.0000  1.0000  1.0000  1.0000
 1291   967.500  1.0000  1.0000  0.9134  1.0000  1.0000  1.0000  1.0000
 1292   967.750  1.0000  1.0000  0.9133  1.0000  1.0000  1.0000  1.0000
 1293   968.000  1.0000  1.0000  0.9131  1.0000  1.0000  1.0000  1.0000
 1294   968.250  1.0000  1.0000  0.9130  1.0000  1.0000  1.0000  1.0000
 1295   968.500  1.0000  1.0000  0.9128  1.0000  1.0000  1.0000  1.0000
 1296   968.750  1.0000  1.0000  0.9126  1.0000  1.0000  1.0000  1.0000
 1297   969.000  1.0000  1.0000  0.9125  1.0000  1.0000  1.0000  1.0000
 1298   969.250  1.0000  1.0000  0.9124  1.0000  1.0000  1.0000  1.0000
 1299   969.500  1.0000  1.0000  0.9123  1.0000  1.0000  1.0000  1.0000
 1300   969.750  1.0000  1.0000  0.9121  1.0000  1.0000  1.0000  1.0000
 1301   970.000  1.0000  1.0000  0.9119  1.0000  1.0000  1.0000  1.0000
 1302   970.250  1.0000  1.0000  0.9118  1.0000  1.0000  1.0000  1.0000
 1303   970.500  1.0000  1.0000  0.9116  1.0000  1.0000  1.0000  1.0000
 1304   970.750  1.0000  1.0000  0.9114  1.0000  1.0000  1.0000  1.0000
 1305   971.000  1.0000  1.0000  0.9113  1.0000  1.0000  1.0000  1.0000
 1306   971.250  1.0000  1.0000  0.9112  1.0000  1.0000  1.0000  1.0000
 1307   971.500  1.0000  1.0000  0.9110  1.0000  1.0000  1.0000  1.0000
 1308   971.750  1.0000  1.0000  0.9109  1.0000  1.0000  1.0000  1.0000
 1309   972.000  1.0000  1.0000  0.9107  1.0000  1.0000  1.0000  1.0000
 1310   972.250  1.0000  1.0000  0.9105  1.0000  1.0000  1.0000  1.0000
 1311   972.500  1.0000  1.0000  0.9104  1.0000  1.0000  1.0000  1.0000
 1312   972.750  1.0000  1.0000  0.9102  1.0000  1.0000  1.0000  1.0000
 1313   973.000  1.0000  1.0000  0.9101  1.0000  1.0000  1.0000  1.0000
 1314   973.250  1.0000  1.0000  0.9099  1.0000  1.0000  1.0000  1.0000
 1315   973.500  1.0000  1.0000  0.9097  1.0000  1.0000  1.0000  1.0000
 1316   973.750  1.0000  1.0000  0.9095  1.0000  1.0000  1.0000  1.0000
 1317   974.000  1.0000  1.0000  0.9094  1.0000  1.0000  1.0000  1.0000
 1318   974.250  1.0000  1.0000  0.9093  1.0000  1.0000  1.0000  1.0000
 1319   974.500  1.0000  1.0000  0.9091  1.0000  1.0000  1.0000  1.0000
 1320   974.750  1.0000  1.0000  0.9089  1.0000  1.0000  1.0000  1.0000
 1321   975.000  1.0000  1.0000  0.9088  1.0000  1.0000  1.0000  1.0000
 1322   975.250  1.0000  1.0000  0.9086  1.0000  1.0000  1.0000  1.0000
 1323   975.500  1.0000  1.0000  0.9085  1.0000  1.0000  1.0000  1.0000
 1324   975.750  1.0000  1.0000  0.9084  1.0000  1.0000  1.0000  1.0000
 1325   976.000  1.0000  1.0000  0.9082  1.0000  1.0000  1.0000  1.0000
 1326   976.250  1.0000  1.0000  0.9080  1.0000  1.0000  1.0000  1.0000
 1327   976.500  1.0000  1.0000  0.9079  1.0000  1.0000  1.0000  1.0000
 1328   976.750  1.0000  1.0000  0.9077  1.0000  1.0000  1.0000  1.0000
 1329   977.000  1.0000  1.0000  0.9076  1.0000  1.0000  1.0000  1.0000
 1330   977.250  1.0000  1.0000  0.9074  1.0000  1.0000  1.0000  1.0000
 1331   977.500  1.0000  1.0000  0.9073  1.0000  1.0000  1.0000  1.0000
 1332   977.750  1.0000  1.0000  0.9071  1.0000  1.0000  1.0000  1.0000
 1333   978.000  1.0000  1.0000  0.9070  1.0000  1.0000  1.0000  1.0000
 1334   978.250  1.0000  1.0000  0.9068  1.0000  1.0000  1.0000  1.0000
 1335   978.500  1.0000  1.0000  0.9067  1.0000  1.0000  1.0000  1.0000
 1336   978.750  1.0000  1.0000  0.9065  1.0000  1.0000  1.0000  1.0000
 1337   979.000  1.0000  1.0000  0.9064  1.0000  1.0000  1.0000  1.0000
 1338   979.250  1.0000  1.0000  0.9062  1.0000  1.0000  1.0000  1.0000
 1339   979.500  1.0000  1.0000  0.9060  1.0000  1.0000  1.0000  1.0000
 1340   979.750  1.0000  1.0000  0.9058  1.0000  1.0000  1.0000  1.0000
 1341   980.000  1.0000  1.0000  0.9057  1.0000  1.0000  1.0000  1.0000
 1342   980.250  1.0000  1.0000  0.9056  1.0000  1.0000  1.0000  1.0000
 1343   980.500  1.0000  1.0000  0.9054  1.0000  1.0000  1.0000  1.0000
 1344   980.750  1.0000  1.0000  0.9052  1.0000  1.0000  1.0000  1.0000
 1345   981.000  1.0000  1.0000  0.9051  1.0000  1.0000  1.0000  1.0000
 1346   981.250  1.0000  1.0000  0.9050  1.0000  1.0000  1.0000  1.0000
 1347   981.500  1.0000  1.0000  0.9048  1.0000  1.0000  1.0000  1.0000
 1348   981.750  1.0000  1.0000  0.9046  1.0000  1.0000  1.0000  1.0000
 1349   982.000  1.0000  1.0000  0.9045  1.0000  1.0000  1.0000  1.0000
 1350   982.250  1.0000  1.0000  0.9043  1.0000  1.0000  1.0000  1.0000
 1351   982.500  1.0000  1.0000  0.9042  1.0000  1.0000  1.0000  1.0000
 1352   982.750  1.0000  1.0000  0.9040  1.0000  1.0000  1.0000  1.0000
 1353   983.000  1.0000  1.0000  0.9039  1.0000  1.0000  1.0000  1.0000
 1354   983.250  1.0000  1.0000  0.9037  1.0000  1.0000  1.0000  1.0000
 1355   983.500  1.0000  1.0000  0.9035  1.0000  1.0000  1.0000  1.0000
 1356   983.750  1.0000  1.0000  0.9034  1.0000  1.0000  1.0000  1.0000
 1357   984.000  1.0000  1.0000  0.9032  1.0000  1.0000  1.0000  1.0000
 1358   984.250  1.0000  1.0000  0.9031  1.0000  1.0000  1.0000  1.0000
 1359   984.500  1.0000  1.0000  0.9029  1.0000  1.0000  1.0000  1.0000
 1360   984.750  1.0000  1.0000  0.9028  1.0000  1.0000  1.0000  1.0000
 1361   985.000  1.0000  1.0000  0.9026  1.0000  1.0000  1.0000  1.0000
 1362   985.250  1.0000  1.0000  0.9025  1.0000  1.0000  1.0000  1.0000
 1363   985.500  1.0000  1.0000  0.9023  1.0000  1.0000  1.0000  1.0000
 1364   985.750  1.0000  1.0000  0.9022  1.0000  1.0000  1.0000  1.0000
 1365   986.000  1.0000  1.0000  0.9020  1.0000  1.0000  1.0000  1.0000
 1366   986.250  1.0000  1.0000  0.9018  1.0000  1.0000  1.0000  1.0000
 1367   986.500  1.0000  1.0000  0.9017  1.0000  1.0000  1.0000  1.0000
 1368   986.750  1.0000  1.0000  0.9015  1.0000  1.0000  1.0000  1.0000
 1369   987.000  1.0000  1.0000  0.9014  1.0000  1.0000  1.0000  1.0000
 1370   987.250  1.0000  1.0000  0.9012  1.0000  1.0000  1.0000  1.0000
 1371   987.500  1.0000  1.0000  0.9011  1.0000  1.0000  1.0000  1.0000
 1372   987.750  1.0000  1.0000  0.9009  1.0000  1.0000  1.0000  1.0000
 1373   988.000  1.0000  1.0000  0.9008  1.0000  1.0000  1.0000  1.0000
 1374   988.250  1.0000  1.0000  0.9006  1.0000  1.0000  1.0000  1.0000
 1375   988.500  1.0000  1.0000  0.9005  1.0000  1.0000  1.0000  1.0000
 1376   988.750  1.0000  1.0000  0.9003  1.0000  1.0000  1.0000  1.0000
 1377   989.000  1.0000  1.0000  0.9002  1.0000  1.0000  1.0000  1.0000
 1378   989.250  1.0000  1.0000  0.9000  1.0000  1.0000  1.0000  1.0000
 1379   989.500  1.0000  1.0000  0.8998  1.0000  1.0000  1.0000  1.0000
 1380   989.750  1.0000  1.0000  0.8997  1.0000  1.0000  1.0000  1.0000
 1381   990.000  1.0000  1.0000  0.8995  1.0000  1.0000  1.0000  1.0000
 1382   990.250  1.0000  1.0000  0.8994  1.0000  1.0000  1.0000  1.0000
 1383   990.500  1.0000  1.0000  0.8992  1.0000  1.0000  1.0000  1.0000
 1384   990.750  1.0000  1.0000  0.8991  1.0000  1.0000  1.0000  1.0000
 1385   991.000  1.0000  1.0000  0.8989  1.0000  1.0000  1.0000  1.0000
 1386   991.250  1.0000  1.0000  0.8988  1.0000  1.0000  1.0000  1.0000
 1387   991.500  1.0000  1.0000  0.8986  1.0000  1.0000  1.0000  1.0000
 1388   991.750  1.0000  1.0000  0.8984  1.0000  1.0000  1.0000  1.0000
 1389   992.000  1.0000  1.0000  0.8983  1.0000  1.0000  1.0000  1.0000
 1390   992.250  1.0000  1.0000  0.8981  1.0000  1.0000  1.0000  1.0000
 1391   992.500  1.0000  1.0000  0.8980  1.0000  1.0000  1.0000  1.0000
 1392   992.750  1.0000  1.0000  0.8978  1.0000  1.0000  1.0000  1.0000
 1393   993.000  1.0000  1.0000  0.8976  1.0000  1.0000  1.0000  1.0000
 1394   993.250  1.0000  1.0000  0.8975  1.0000  1.0000  1.0000  1.0000
 1395   993.500  1.0000  1.0000  0.8974  1.0000  1.0000  1.0000  1.0000
 1396   993.750  1.0000  1.0000  0.8972  1.0000  1.0000  1.0000  1.0000
 1397   994.000  1.0000  1.0000  0.8971  1.0000  1.0000  1.0000  1.0000
 1398   994.250  1.0000  1.0000  0.8969  1.0000  1.0000  1.0000  1.0000
 1399   994.500  1.0000  1.0000  0.8967  1.0000  1.0000  1.0000  1.0000
 1400   994.750  1.0000  1.0000  0.8966  1.0000  1.0000  1.0000  1.0000
 1401   995.000  1.0000  1.0000  0.8964  1.0000  1.0000  1.0000  1.0000
 1402   995.250  1.0000  1.0000  0.8963  1.0000  1.0000  1.0000  1.0000
 1403   995.500  1.0000  1.0000  0.8961  1.0000  1.0000  1.0000  1.0000
 1404   995.750  1.0000  1.0000  0.8960  1.0000  1.0000  1.0000  1.0000
 1405   996.000  1.0000  1.0000  0.8958  1.0000  1.0000  1.0000  1.0000
 1406   996.250  1.0000  1.0000  0.8956  1.0000  1.0000  1.0000  1.0000
 1407   996.500  1.0000  1.0000  0.8955  1.0000  1.0000  1.0000  1.0000
 1408   996.750  1.0000  1.0000  0.8954  1.0000  1.0000  1.0000  1.0000
 1409   997.000  1.0000  1.0000  0.8952  1.0000  1.0000  1.0000  1.0000
 1410   997.250  1.0000  1.0000  0.8950  1.0000  1.0000  1.0000  1.0000
 1411   997.500  1.0000  1.0000  0.8949  1.0000  1.0000  1.0000  1.0000
 1412   997.750  1.0000  1.0000  0.8947  1.0000  1.0000  1.0000  1.0000
 1413   998.000  1.0000  1.0000  0.8946  1.0000  1.0000  1.0000  1.0000
 1414   998.250  1.0000  1.0000  0.8944  1.0000  1.0000  1.0000  1.0000
 1415   998.500  1.0000  1.0000  0.8942  1.0000  1.0000  1.0000  1.0000
 1416   998.750  1.0000  1.0000  0.8941  1.0000  1.0000  1.0000  1.0000
 1417   999.000  1.0000  1.0000  0.8940  1.0000  1.0000  1.0000  1.0000
 1418   999.250  1.0000  1.0000  0.8938  1.0000  1.0000  1.0000  1.0000
 1419   999.500  1.0000  1.0000  0.8936  1.0000  1.0000  1.0000  1.0000
 1420   999.750  1.0000  1.0000  0.8935  1.0000  1.0000  1.0000  1.0000
 1421  1000.000  1.0000  1.0000  0.8933  1.0000  1.0000  1.0000  1.0000
 1422  1000.250  1.0000  1.0000  0.8932  1.0000  1.0000  1.0000  1.0000
 1423  1000.500  1.0000  1.0000  0.8930  1.0000  1.0000  1.0000  1.0000
 1424  1000.750  1.0000  1.0000  0.8928  1.0000  1.0000  1.0000  1.0000
 1425  1001.000  1.0000  1.0000  0.8927  1.0000  1.0000  1.0000  1.0000
 1426  1001.250  1.0000  1.0000  0.8926  1.0000  1.0000  1.0000  1.0000
 1427  1001.500  1.0000  1.0000  0.8924  1.0000  1.0000  1.0000  1.0000
 1428  1001.750  1.0000  1.0000  0.8922  1.0000  1.0000  1.0000  1.0000
 1429  1002.000  1.0000  1.0000  0.8921  1.0000  1.0000  1.0000  1.0000
 1430  1002.250  1.0000  1.0000  0.8919  1.0000  1.0000  1.0000  1.0000
 1431  1002.500  1.0000  1.0000  0.8918  1.0000  1.0000  1.0000  1.0000
 1432  1002.750  1.0000  1.0000  0.8916  1.0000  1.0000  1.0000  1.0000
 1433  1003.000  1.0000  1.0000  0.8915  1.0000  1.0000  1.0000  1.0000
 1434  1003.250  1.0000  1.0000  0.8913  1.0000  1.0000  1.0000  1.0000
 1435  1003.500  1.0000  1.0000  0.8911  1.0000  1.0000  1.0000  1.0000
 1436  1003.750  1.0000  1.0000  0.8910  1.0000  1.0000  1.0000  1.0000
 1437  1004.000  1.0000  1.0000  0.8909  1.0000  1.0000  1.0000  1.0000
 1438  1004.250  1.0000  1.0000  0.8907  1.0000  1.0000  1.0000  1.0000
 1439  1004.500  1.0000  1.0000  0.8905  1.0000  1.0000  1.0000  1.0000
 1440  1004.750  1.0000  1.0000  0.8904  1.0000  1.0000  1.0000  1.0000
 1441  1005.000  1.0000  1.0000  0.8902  1.0000  1.0000  1.0000  1.0000
 1442  1005.250  1.0000  1.0000  0.8901  1.0000  1.0000  1.0000  1.0000
 1443  1005.500  1.0000  1.0000  0.8899  1.0000  1.0000  1.0000  1.0000
 1444  1005.750  1.0000  1.0000  0.8898  1.0000  1.0000  1.0000  1.0000
 1445  1006.000  1.0000  1.0000  0.8896  1.0000  1.0000  1.0000  1.0000
 1446  1006.250  1.0000  1.0000  0.8894  1.0000  1.0000  1.0000  1.0000
 1447  1006.500  1.0000  1.0000  0.8893  1.0000  1.0000  1.0000  1.0000
 1448  1006.750  1.0000  1.0000  0.8892  1.0000  1.0000  1.0000  1.0000
 1449  1007.000  1.0000  1.0000  0.8890  1.0000  1.0000  1.0000  1.0000
 1450  1007.250  1.0000  1.0000  0.8888  1.0000  1.0000  1.0000  1.0000
 1451  1007.500  1.0000  1.0000  0.8887  1.0000  1.0000  1.0000  1.0000
 1452  1007.750  1.0000  1.0000  0.8886  1.0000  1.0000  1.0000  1.0000
 1453  1008.000  1.0000  1.0000  0.8884  1.0000  1.0000  1.0000  1.0000
 1454  1008.250  1.0000  1.0000  0.8882  1.0000  1.0000  1.0000  1.0000
 1455  1008.500  1.0000  1.0000  0.8881  1.0000  1.0000  1.0000  1.0000
 1456  1008.750  1.0000  1.0000  0.8879  1.0000  1.0000  1.0000  1.0000
 1457  1009.000  1.0000  1.0000  0.8878  1.0000  1.0000  1.0000  1.0000
 1458  1009.250  1.0000  1.0000  0.8876  1.0000  1.0000  1.0000  1.0000
 1459  1009.500  1.0000  1.0000  0.8875  1.0000  1.0000  1.0000  1.0000
 1460  1009.750  1.0000  1.0000  0.8873  1.0000  1.0000  1.0000  1.0000
 1461  1010.000  1.0000  1.0000  0.8871  1.0000  1.0000  1.0000  1.0000
 1462  1010.250  1.0000  1.0000  0.8870  1.0000  1.0000  1.0000  1.0000
 1463  1010.500  1.0000  1.0000  0.8868  1.0000  1.0000  1.0000  1.0000
 1464  1010.750  1.0000  1.0000  0.8867  1.0000  1.0000  1.0000  1.0000
 1465  1011.000  1.0000  1.0000  0.8865  1.0000  1.0000  1.0000  1.0000
 1466  1011.250  1.0000  1.0000  0.8864  1.0000  1.0000  1.0000  1.0000
 1467  1011.500  1.0000  1.0000  0.8862  1.0000  1.0000  1.0000  1.0000
 1468  1011.750  1.0000  1.0000  0.8860  1.0000  1.0000  1.0000  1.0000
 1469  1012.000  1.0000  1.0000  0.8859  1.0000  1.0000  1.0000  1.0000
 1470  1012.250  1.0000  1.0000  0.8858  1.0000  1.0000  1.0000  1.0000
 1471  1012.500  1.0000  1.0000  0.8856  1.0000  1.0000  1.0000  1.0000
 1472  1012.750  1.0000  1.0000  0.8854  1.0000  1.0000  1.0000  1.0000
 1473  1013.000  1.0000  1.0000  0.8853  1.0000  1.0000  1.0000  1.0000
 1474  1013.250  1.0000  1.0000  0.8851  1.0000  1.0000  1.0000  1.0000
 1475  1013.500  1.0000  1.0000  0.8849  1.0000  1.0000  1.0000  1.0000
 1476  1013.750  1.0000  1.0000  0.8848  1.0000  1.0000  1.0000  1.0000
 1477  1014.000  1.0000  1.0000  0.8847  1.0000  1.0000  1.0000  1.0000
 1478  1014.250  1.0000  1.0000  0.8845  1.0000  1.0000  1.0000  1.0000
 1479  1014.500  1.0000  1.0000  0.8844  1.0000  1.0000  1.0000  1.0000
 1480  1014.750  1.0000  1.0000  0.8842  1.0000  1.0000  1.0000  1.0000
 1481  1015.000  1.0000  1.0000  0.8840  1.0000  1.0000  1.0000  1.0000
 1482  1015.250  1.0000  1.0000  0.8839  1.0000  1.0000  1.0000  1.0000
 1483  1015.500  1.0000  1.0000  0.8838  1.0000  1.0000  1.0000  1.0000
 1484  1015.750  1.0000  1.0000  0.8836  1.0000  1.0000  1.0000  1.0000
 1485  1016.000  1.0000  1.0000  0.8834  1.0000  1.0000  1.0000  1.0000
 1486  1016.250  1.0000  1.0000  0.8833  1.0000  1.0000  1.0000  1.0000
 1487  1016.500  1.0000  1.0000  0.8831  1.0000  1.0000  1.0000  1.0000
 1488  1016.750  1.0000  1.0000  0.8829  1.0000  1.0000  1.0000  1.0000
 1489  1017.000  1.0000  1.0000  0.8828  1.0000  1.0000  1.0000  1.0000
 1490  1017.250  1.0000  1.0000  0.8827  1.0000  1.0000  1.0000  1.0000
 1491  1017.500  1.0000  1.0000  0.8825  1.0000  1.0000  1.0000  1.0000
 1492  1017.750  1.0000  1.0000  0.8823  1.0000  1.0000  1.0000  1.0000
 1493  1018.000  1.0000  1.0000  0.8822  1.0000  1.0000  1.0000  1.0000
 1494  1018.250  1.0000  1.0000  0.8820  1.0000  1.0000  1.0000  1.0000
 1495  1018.500  1.0000  1.0000  0.8819  1.0000  1.0000  1.0000  1.0000
 1496  1018.750  1.0000  1.0000  0.8817  1.0000  1.0000  1.0000  1.0000
 1497  1019.000  1.0000  1.0000  0.8816  1.0000  1.0000  1.0000  1.0000
 1498  1019.250  1.0000  1.0000  0.8814  1.0000  1.0000  1.0000  1.0000
 1499  1019.500  1.0000  1.0000  0.8813  1.0000  1.0000  1.0000  1.0000
 1500  1019.750  1.0000  1.0000  0.8811  1.0000  1.0000  1.0000  1.0000
 1501  1020.000  1.0000  1.0000  0.8809  1.0000  1.0000  1.0000  1.0000
 1502  1020.250  1.0000  1.0000  0.8808  1.0000  1.0000  1.0000  1.0000
 1503  1020.500  1.0000  1.0000  0.8807  1.0000  1.0000  1.0000  1.0000
 1504  1020.750  1.0000  1.0000  0.8805  1.0000  1.0000  1.0000  1.0000
 1505  1021.000  1.0000  1.0000  0.8804  1.0000  1.0000  1.0000  1.0000
 1506  1021.250  1.0000  1.0000  0.8802  1.0000  1.0000  1.0000  1.0000
 1507  1021.500  1.0000  1.0000  0.8800  1.0000  1.0000  1.0000  1.0000
 1508  1021.750  1.0000  1.0000  0.8798  1.0000  1.0000  1.0000  1.0000
 1509  1022.000  1.0000  1.0000  0.8797  1.0000  1.0000  1.0000  1.0000
 1510  1022.250  1.0000  1.0000  0.8796  1.0000  1.0000  1.0000  1.0000
 1511  1022.500  1.0000  1.0000  0.8794  1.0000  1.0000  1.0000  1.0000
 1512  1022.750  1.0000  1.0000  0.8793  1.0000  1.0000  1.0000  1.0000
 1513  1023.000  1.0000  1.0000  0.8791  1.0000  1.0000  1.0000  1.0000
 1514  1023.250  1.0000  1.0000  0.8789  1.0000  1.0000  1.0000  1.0000
 1515  1023.500  1.0000  1.0000  0.8788  1.0000  1.0000  1.0000  1.0000
 1516  1023.750  1.0000  1.0000  0.8786  1.0000  1.0000  1.0000  1.0000
 1517  1024.000  1.0000  1.0000  0.8784  1.0000  1.0000  1.0000  1.0000
 1518  1024.250  1.0000  1.0000  0.8783  1.0000  1.0000  1.0000  1.0000
 1519  1024.500  1.0000  1.0000  0.8782  1.0000  1.0000  1.0000  1.0000
 1520  1024.750  1.0000  1.0000  0.8780  1.0000  1.0000  1.0000  1.0000
 1521  1025.000  1.0000  1.0000  0.8779  1.0000  1.0000  1.0000  1.0000
 1522  1025.250  1.0000  1.0000  0.8777  1.0000  1.0000  1.0000  1.0000
 1523  1025.500  1.0000  1.0000  0.8775  1.0000  1.0000  1.0000  1.0000
 1524  1025.750  1.0000  1.0000  0.8774  1.0000  1.0000  1.0000  1.0000
 1525  1026.000  1.0000  1.0000  0.8772  1.0000  1.0000  1.0000  1.0000
 1526  1026.250  1.0000  1.0000  0.8771  1.0000  1.0000  1.0000  1.0000
 1527  1026.500  1.0000  1.0000  0.8770  1.0000  1.0000  1.0000  1.0000
 1528  1026.750  1.0000  1.0000  0.8768  1.0000  1.0000  1.0000  1.0000
 1529  1027.000  1.0000  1.0000  0.8766  1.0000  1.0000  1.0000  1.0000
 1530  1027.250  1.0000  1.0000  0.8765  1.0000  1.0000  1.0000  1.0000
 1531  1027.500  1.0000  1.0000  0.8763  1.0000  1.0000  1.0000  1.0000
 1532  1027.750  1.0000  1.0000  0.8761  1.0000  1.0000  1.0000  1.0000
 1533  1028.000  1.0000  1.0000  0.8760  1.0000  1.0000  1.0000  1.0000
 1534  1028.250  1.0000  1.0000  0.8758  1.0000  1.0000  1.0000  1.0000
 1535  1028.500  1.0000  1.0000  0.8757  1.0000  1.0000  1.0000  1.0000
 1536  1028.750  1.0000  1.0000  0.8756  1.0000  1.0000  1.0000  1.0000
 1537  1029.000  1.0000  1.0000  0.8754  1.0000  1.0000  1.0000  1.0000
 1538  1029.250  1.0000  1.0000  0.8752  1.0000  1.0000  1.0000  1.0000
 1539  1029.500  1.0000  1.0000  0.8751  1.0000  1.0000  1.0000  1.0000
